Source	Target	Type
24_0_Blood_0_1	0_3_Blood_0_0	Transmission
24_0_Blood_0_0	0_3_Lung_0_0	Transmission
0_3_Blood_0_0	0_3_Blood_1_0	primary_parent
0_3_Blood_0_0	0_3_Blood_1_0	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_1	primary_parent
0_3_Blood_0_0	0_3_Blood_1_1	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_1	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_2	primary_parent
0_3_Blood_0_0	0_3_Blood_1_2	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_2	recombination_parent_3
0_3_Blood_0_0	0_3_Blood_1_3	primary_parent
0_3_Blood_0_0	0_3_Blood_1_3	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_3	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_4	primary_parent
0_3_Blood_0_0	0_3_Blood_1_4	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_4	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_4	recombination_parent_3
0_3_Blood_0_0	0_3_Blood_1_5	primary_parent
0_3_Blood_0_0	0_3_Blood_1_5	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_5	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_6	primary_parent
0_3_Blood_0_0	0_3_Blood_1_6	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_7	primary_parent
0_3_Blood_0_0	0_3_Blood_1_7	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_8	primary_parent
0_3_Blood_0_0	0_3_Blood_1_8	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_9	primary_parent
0_3_Blood_0_0	0_3_Blood_1_9	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_10	primary_parent
0_3_Blood_0_0	0_3_Blood_1_10	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_11	primary_parent
0_3_Blood_0_0	0_3_Blood_1_11	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_12	primary_parent
0_3_Blood_0_0	0_3_Blood_1_12	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_12	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_13	primary_parent
0_3_Blood_0_0	0_3_Blood_1_13	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_14	primary_parent
0_3_Blood_0_0	0_3_Blood_1_14	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_14	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_15	primary_parent
0_3_Blood_0_0	0_3_Blood_1_15	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_16	primary_parent
0_3_Blood_0_0	0_3_Blood_1_16	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_16	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_17	primary_parent
0_3_Blood_0_0	0_3_Blood_1_17	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_17	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_18	primary_parent
0_3_Blood_0_0	0_3_Blood_1_18	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_18	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_19	primary_parent
0_3_Blood_0_0	0_3_Blood_1_19	recombination_parent_1
0_3_Blood_0_0	0_3_Blood_1_19	recombination_parent_2
0_3_Blood_0_0	0_3_Blood_1_20	primary_parent
0_3_Blood_0_0	0_3_Blood_1_20	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_0	primary_parent
0_3_Lung_0_0	0_3_Lung_1_0	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_0	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_1	primary_parent
0_3_Lung_0_0	0_3_Lung_1_1	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_1	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_2	primary_parent
0_3_Lung_0_0	0_3_Lung_1_2	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_2	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_3	primary_parent
0_3_Lung_0_0	0_3_Lung_1_3	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_3	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_3	recombination_parent_3
0_3_Lung_0_0	0_3_Lung_1_4	primary_parent
0_3_Lung_0_0	0_3_Lung_1_4	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_4	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_5	primary_parent
0_3_Lung_0_0	0_3_Lung_1_5	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_6	primary_parent
0_3_Lung_0_0	0_3_Lung_1_6	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_6	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_7	primary_parent
0_3_Lung_0_0	0_3_Lung_1_7	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_7	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_8	primary_parent
0_3_Lung_0_0	0_3_Lung_1_8	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_9	primary_parent
0_3_Lung_0_0	0_3_Lung_1_9	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_10	primary_parent
0_3_Lung_0_0	0_3_Lung_1_10	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_10	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_11	primary_parent
0_3_Lung_0_0	0_3_Lung_1_11	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_11	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_12	primary_parent
0_3_Lung_0_0	0_3_Lung_1_12	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_12	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_13	primary_parent
0_3_Lung_0_0	0_3_Lung_1_13	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_13	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_14	primary_parent
0_3_Lung_0_0	0_3_Lung_1_14	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_14	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_15	primary_parent
0_3_Lung_0_0	0_3_Lung_1_15	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_15	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_16	primary_parent
0_3_Lung_0_0	0_3_Lung_1_16	recombination_parent_1
0_3_Blood_1_0	0_3_Lung_1_17	Transmission
0_3_Blood_1_14	0_3_Lung_1_18	Transmission
0_3_Lung_1_11	0_3_Blood_1_21	Transmission
0_3_Lung_1_12	0_3_Blood_1_22	Transmission
